area,crimeType,count,year,month,day,hour,festival,riskLevel
Millerpuram,assault,9,2023,5,13,0,Christmas,low
Third Mile,theft,3,2024,1,15,19,Vishu,moderate
Beach Road,assault,2,2023,7,10,2,Christmas,low
Nazreth,robbery,8,2023,8,27,5,Ayudha Pooja,low
Tiruchendur Road,theft,6,2023,9,2,17,,high
Third Mile,harassment,2,2024,9,26,23,Christmas,high
Millerpuram,murder,2,2024,6,13,5,Christmas,low
Beach Road,theft,5,2024,8,18,7,Ayudha Pooja,high
Therespuram,drug abuse,3,2023,5,30,4,,moderate
Beach Road,drug abuse,4,2023,8,13,17,,moderate
Millerpuram,murder,9,2023,1,28,16,,high
Third Mile,vandalism,3,2023,12,30,15,Vishu,high
Thoothukudi Port,murder,3,2024,9,24,5,Christmas,high
Athimarapatti,harassment,6,2024,10,27,11,New Year,moderate
Thoothukudi Port,theft,2,2024,3,27,3,,low
New Colony,harassment,3,2023,12,9,17,Ayudha Pooja,low
Muthiahpuram,assault,5,2024,1,21,17,Vishu,low
Nazreth,robbery,5,2023,5,25,20,,moderate
Muthiahpuram,drug abuse,5,2024,8,18,10,Vishu,high
Therespuram,drug abuse,9,2023,4,11,17,New Year,high
Pearl City,drug abuse,7,2023,11,22,16,Diwali,high
Tiruchendur Road,vandalism,7,2024,4,16,11,,high
Beach Road,assault,2,2023,1,8,8,Christmas,high
Mattakadai,vandalism,1,2024,12,14,11,,moderate
Nazreth,murder,7,2024,10,4,3,,low
Bryant Nagar,vandalism,2,2024,11,17,16,Pongal,low
Victoria Extension,harassment,2,2023,11,4,11,,moderate
Third Mile,assault,4,2024,9,27,18,Diwali,moderate
Athimarapatti,vandalism,9,2024,6,9,22,Christmas,high
Kovilpillai Nagar,assault,4,2024,6,10,13,Pongal,moderate
Nazreth,drug abuse,3,2023,1,20,7,Pongal,high
Mattakadai,murder,3,2023,4,29,2,,high
Mattakadai,drug abuse,6,2024,7,21,13,Ayudha Pooja,high
Nazreth,assault,9,2023,5,26,19,Ayudha Pooja,high
Muthiahpuram,murder,7,2023,1,9,2,Christmas,moderate
Nazreth,assault,1,2023,6,12,20,,low
Therespuram,robbery,4,2023,9,4,10,Christmas,low
Millerpuram,murder,7,2023,4,30,4,Diwali,moderate
Athimarapatti,theft,8,2024,2,17,11,Vishu,moderate
Pearl City,robbery,4,2024,12,8,1,,low
Victoria Extension,theft,7,2024,10,3,14,Diwali,low
Tiruchendur Road,harassment,6,2024,6,19,4,Vishu,high
Millerpuram,robbery,5,2024,8,23,17,Pongal,low
Millerpuram,robbery,6,2023,10,16,7,Ayudha Pooja,low
Thoothukudi Port,vandalism,7,2023,8,2,20,,low
Victoria Extension,robbery,1,2023,11,11,3,Christmas,high
Millerpuram,assault,5,2024,5,28,16,,high
Kovilpillai Nagar,murder,5,2024,6,20,23,Diwali,low
Kovilpillai Nagar,vandalism,1,2023,2,4,6,Christmas,low
Kovilpillai Nagar,vandalism,8,2024,4,1,10,Vishu,moderate
Beach Road,harassment,5,2024,8,4,19,Vishu,low
Thoothukudi Port,drug abuse,6,2024,12,20,0,,low
Muthiahpuram,theft,2,2023,11,29,15,Diwali,high
Millerpuram,robbery,8,2024,6,7,12,Pongal,moderate
Beach Road,theft,6,2023,2,2,21,Vishu,low
Muthiahpuram,assault,7,2023,12,23,11,Ayudha Pooja,moderate
Mattakadai,robbery,9,2023,3,27,19,New Year,moderate
Nazreth,assault,10,2024,1,21,22,Ayudha Pooja,moderate
Kovilpillai Nagar,theft,3,2023,6,28,7,Christmas,low
Thoothukudi Port,murder,8,2023,3,6,0,Pongal,high
Victoria Extension,vandalism,1,2023,8,16,4,,low
Muthiahpuram,robbery,1,2023,10,25,21,Ayudha Pooja,low
Millerpuram,vandalism,5,2023,11,16,23,Diwali,low
Mattakadai,theft,3,2023,3,29,5,Christmas,high
Mattakadai,harassment,10,2024,11,23,7,Diwali,moderate
Athimarapatti,drug abuse,2,2024,9,17,16,Christmas,high
Thoothukudi Port,harassment,9,2024,3,15,20,New Year,low
Tiruchendur Road,assault,8,2024,6,12,19,Diwali,moderate
Pearl City,vandalism,8,2024,11,5,6,Pongal,moderate
Millerpuram,drug abuse,10,2024,11,27,11,Ayudha Pooja,moderate
Millerpuram,harassment,9,2024,11,16,12,Pongal,low
Victoria Extension,theft,8,2023,8,17,7,New Year,low
Bryant Nagar,robbery,3,2023,5,21,19,Christmas,low
Muthiahpuram,vandalism,10,2024,1,6,22,New Year,low
Athimarapatti,vandalism,6,2024,1,26,13,Ayudha Pooja,high
Nazreth,harassment,8,2024,7,22,5,New Year,moderate
Athimarapatti,assault,4,2024,7,5,14,Ayudha Pooja,moderate
Bryant Nagar,drug abuse,8,2024,4,28,21,Christmas,high
Therespuram,murder,5,2024,7,12,12,New Year,moderate
Nazreth,robbery,4,2023,5,31,3,New Year,moderate
Victoria Extension,murder,8,2023,2,3,23,Vishu,low
Therespuram,assault,5,2023,8,28,16,Christmas,low
Thoothukudi Port,assault,5,2024,8,17,16,New Year,moderate
Beach Road,harassment,10,2023,3,30,9,Ayudha Pooja,low
New Colony,harassment,6,2023,4,25,15,,moderate
New Colony,murder,10,2023,12,3,6,,low
Pearl City,assault,1,2023,4,19,4,Diwali,low
Victoria Extension,drug abuse,7,2024,1,31,21,Christmas,low
Tiruchendur Road,vandalism,9,2024,5,2,9,New Year,high
Athimarapatti,vandalism,6,2023,7,6,1,New Year,moderate
Thoothukudi Port,robbery,6,2024,3,31,1,New Year,low
Kovilpillai Nagar,murder,10,2023,4,30,2,Vishu,high
New Colony,drug abuse,7,2023,6,8,11,Vishu,high
Nazreth,vandalism,8,2024,11,26,12,New Year,high
New Colony,murder,10,2023,12,14,16,,high
Nazreth,drug abuse,1,2024,11,15,19,Diwali,high
Pearl City,murder,2,2024,10,24,10,Ayudha Pooja,high
Thoothukudi Port,assault,6,2023,5,15,5,Pongal,moderate
Bryant Nagar,vandalism,9,2024,10,2,22,Christmas,low
Millerpuram,robbery,2,2024,5,20,14,New Year,high
Pearl City,assault,8,2023,9,29,1,Vishu,moderate
Muthiahpuram,vandalism,9,2024,11,23,3,Ayudha Pooja,high
Bryant Nagar,theft,6,2023,5,7,10,Diwali,high
Athimarapatti,assault,9,2024,1,4,6,Vishu,low
Thoothukudi Port,vandalism,10,2024,10,18,17,Diwali,moderate
Third Mile,theft,4,2023,11,4,15,Pongal,high
Bryant Nagar,vandalism,2,2023,12,29,13,Pongal,low
Tiruchendur Road,harassment,8,2024,12,12,11,Ayudha Pooja,high
Athimarapatti,murder,4,2023,11,7,8,Christmas,low
Mattakadai,assault,4,2023,9,11,13,Diwali,high
New Colony,theft,7,2023,1,29,17,Diwali,high
Kovilpillai Nagar,murder,4,2023,12,30,16,Christmas,low
Pearl City,theft,5,2023,4,6,8,Vishu,moderate
Tiruchendur Road,vandalism,4,2024,8,11,4,Pongal,low
Victoria Extension,robbery,10,2024,6,7,3,New Year,moderate
Victoria Extension,harassment,5,2024,10,13,15,Pongal,low
Tiruchendur Road,drug abuse,10,2023,1,23,0,Pongal,high
Therespuram,vandalism,1,2023,1,22,7,Ayudha Pooja,moderate
Millerpuram,drug abuse,8,2024,5,12,0,Pongal,low
Bryant Nagar,assault,3,2024,4,8,23,Diwali,moderate
Millerpuram,robbery,4,2024,2,8,10,Ayudha Pooja,low
Muthiahpuram,theft,5,2023,1,20,16,New Year,high
Tiruchendur Road,harassment,10,2023,8,25,1,Diwali,low
New Colony,harassment,2,2023,12,12,1,Ayudha Pooja,low
Nazreth,drug abuse,2,2024,12,10,22,New Year,low
Therespuram,vandalism,5,2023,12,2,16,Ayudha Pooja,high
Millerpuram,murder,6,2024,2,28,12,,moderate
Kovilpillai Nagar,harassment,1,2024,12,15,21,Vishu,high
Third Mile,theft,6,2023,7,30,11,Diwali,moderate
Muthiahpuram,vandalism,8,2023,12,9,8,Diwali,moderate
Kovilpillai Nagar,drug abuse,4,2023,2,17,23,Christmas,low
Thoothukudi Port,robbery,3,2023,2,9,12,Diwali,low
Kovilpillai Nagar,drug abuse,8,2024,10,3,22,Vishu,moderate
Tiruchendur Road,harassment,7,2023,10,27,19,,low
Kovilpillai Nagar,murder,3,2023,12,31,16,Vishu,high
Beach Road,theft,9,2023,9,14,5,Pongal,high
Mattakadai,harassment,9,2023,7,4,23,,high
Victoria Extension,robbery,10,2023,2,5,2,Ayudha Pooja,low
Athimarapatti,drug abuse,9,2023,2,6,18,Vishu,low
Therespuram,assault,2,2024,10,16,7,New Year,low
Millerpuram,vandalism,9,2024,1,5,14,Diwali,moderate
Therespuram,theft,2,2023,10,15,11,Christmas,high
Therespuram,theft,6,2023,6,17,0,Christmas,low
Athimarapatti,drug abuse,3,2024,12,3,21,New Year,moderate
Therespuram,drug abuse,3,2023,7,11,7,New Year,high
Athimarapatti,assault,2,2023,10,8,23,Diwali,low
Mattakadai,assault,3,2024,3,16,16,Pongal,low
Therespuram,assault,10,2024,5,18,3,Vishu,low
Bryant Nagar,vandalism,3,2023,8,10,21,New Year,high
Millerpuram,murder,9,2023,5,30,4,Vishu,low
Muthiahpuram,murder,4,2023,12,19,13,Pongal,low
Kovilpillai Nagar,robbery,8,2024,7,28,23,,moderate
Therespuram,drug abuse,10,2024,10,7,4,,low
Third Mile,assault,5,2023,4,13,12,Christmas,moderate
Muthiahpuram,theft,1,2024,5,30,3,Pongal,moderate
Athimarapatti,vandalism,4,2023,5,12,13,Christmas,moderate
Kovilpillai Nagar,theft,1,2024,11,1,7,Ayudha Pooja,low
Bryant Nagar,harassment,8,2024,3,27,16,Pongal,low
Millerpuram,harassment,2,2023,5,7,19,New Year,low
Tiruchendur Road,assault,2,2023,5,10,10,Pongal,high
Third Mile,assault,6,2023,9,11,23,Vishu,moderate
Mattakadai,drug abuse,9,2023,5,3,10,Ayudha Pooja,low
Kovilpillai Nagar,drug abuse,6,2024,4,23,3,New Year,high
Therespuram,vandalism,10,2024,2,17,19,Diwali,high
Tiruchendur Road,robbery,5,2024,2,6,7,Christmas,moderate
Bryant Nagar,assault,2,2024,4,22,18,Pongal,high
Muthiahpuram,robbery,5,2023,4,5,20,Vishu,high
Nazreth,harassment,5,2024,2,23,22,Christmas,high
Muthiahpuram,harassment,7,2023,5,14,2,Diwali,moderate
Beach Road,murder,9,2023,10,29,3,,moderate
Muthiahpuram,robbery,8,2024,2,19,10,Christmas,high
Therespuram,vandalism,6,2024,5,1,8,New Year,moderate
Therespuram,theft,10,2023,1,8,10,Ayudha Pooja,moderate
Pearl City,drug abuse,4,2024,2,25,3,Diwali,high
New Colony,assault,10,2023,12,4,23,,low
Kovilpillai Nagar,assault,7,2023,2,20,17,Vishu,low
Bryant Nagar,theft,10,2024,12,23,18,Pongal,low
Mattakadai,drug abuse,6,2024,8,20,19,Diwali,low
Victoria Extension,robbery,1,2023,11,27,4,Ayudha Pooja,high
Mattakadai,assault,8,2023,4,28,8,,low
Kovilpillai Nagar,harassment,8,2023,8,2,21,New Year,moderate
Muthiahpuram,theft,9,2023,8,27,23,,high
Thoothukudi Port,harassment,10,2023,1,22,0,Diwali,high
Thoothukudi Port,assault,7,2023,6,27,5,New Year,low
Athimarapatti,robbery,2,2024,10,19,1,Vishu,moderate
Kovilpillai Nagar,drug abuse,3,2023,3,12,11,,moderate
Thoothukudi Port,robbery,3,2024,11,28,10,Vishu,moderate
Victoria Extension,drug abuse,3,2024,6,5,23,Pongal,moderate
Athimarapatti,vandalism,8,2023,6,22,16,Diwali,moderate
Muthiahpuram,harassment,8,2024,4,28,3,,low
Bryant Nagar,murder,1,2023,6,4,16,,high
Tiruchendur Road,assault,1,2024,9,15,17,Diwali,moderate
Tiruchendur Road,murder,10,2024,5,25,20,Vishu,moderate
Victoria Extension,drug abuse,3,2023,2,7,0,Christmas,low
Muthiahpuram,vandalism,3,2023,2,8,0,Ayudha Pooja,moderate
Bryant Nagar,assault,4,2023,10,15,20,New Year,high
Pearl City,drug abuse,2,2023,1,26,8,Pongal,high
Victoria Extension,robbery,5,2023,5,30,1,Ayudha Pooja,low
Pearl City,harassment,3,2024,5,10,3,Christmas,low
Bryant Nagar,vandalism,8,2024,5,4,19,Ayudha Pooja,low
Beach Road,drug abuse,8,2024,8,17,22,Vishu,low
Millerpuram,assault,1,2023,5,16,19,New Year,low
Millerpuram,theft,7,2024,10,17,11,Pongal,high
Beach Road,vandalism,10,2024,7,8,0,,low
Tiruchendur Road,vandalism,9,2023,11,24,5,Pongal,high
Thoothukudi Port,theft,5,2024,3,21,7,New Year,low
Mattakadai,drug abuse,7,2023,2,6,15,Diwali,high
Thoothukudi Port,vandalism,1,2023,11,5,2,Pongal,low
Victoria Extension,harassment,9,2024,7,28,1,Diwali,low
Therespuram,assault,10,2024,5,11,15,Diwali,moderate
Millerpuram,murder,10,2023,8,8,21,Vishu,high
Nazreth,vandalism,9,2023,6,8,15,,moderate
Millerpuram,theft,1,2023,10,12,6,Pongal,moderate
Beach Road,theft,4,2024,9,25,12,Ayudha Pooja,low
Third Mile,drug abuse,3,2023,9,14,22,Christmas,moderate
Kovilpillai Nagar,robbery,1,2023,6,28,15,Vishu,low
Therespuram,theft,10,2024,9,16,16,Diwali,high
Bryant Nagar,drug abuse,9,2023,2,25,4,New Year,moderate
Victoria Extension,assault,3,2024,11,14,8,New Year,low
Therespuram,robbery,1,2024,2,12,3,Pongal,low
New Colony,murder,1,2023,2,20,3,Pongal,moderate
Athimarapatti,murder,2,2023,4,28,1,New Year,low
Pearl City,theft,3,2024,8,24,8,Diwali,high
Therespuram,murder,1,2024,1,29,7,Vishu,low
Victoria Extension,assault,4,2024,4,6,12,Vishu,low
Nazreth,vandalism,7,2024,8,6,11,Ayudha Pooja,moderate
Thoothukudi Port,drug abuse,9,2023,5,4,13,New Year,moderate
Third Mile,robbery,2,2023,2,23,8,Vishu,high
Bryant Nagar,harassment,2,2023,6,22,4,New Year,high
Thoothukudi Port,theft,8,2024,6,16,23,Ayudha Pooja,high
New Colony,theft,9,2024,3,20,0,Pongal,moderate
Beach Road,vandalism,5,2024,11,11,21,Christmas,low
Third Mile,robbery,4,2024,1,25,20,Christmas,moderate
Therespuram,harassment,1,2024,6,26,21,New Year,moderate
Athimarapatti,vandalism,5,2024,10,9,23,Pongal,low
Millerpuram,theft,9,2024,2,1,8,,high
Beach Road,drug abuse,1,2023,6,29,21,Pongal,moderate
New Colony,harassment,4,2023,7,17,16,Pongal,high
Beach Road,vandalism,10,2023,1,26,10,,low
Kovilpillai Nagar,drug abuse,8,2024,2,16,4,Vishu,low
Millerpuram,theft,10,2024,9,25,3,,moderate
Kovilpillai Nagar,theft,8,2024,1,3,18,Christmas,moderate
Therespuram,murder,6,2024,5,16,2,Pongal,high
Kovilpillai Nagar,harassment,9,2023,2,4,23,Diwali,high
Beach Road,assault,1,2023,8,10,9,Pongal,high
Pearl City,robbery,7,2023,1,26,6,Diwali,high
Muthiahpuram,theft,6,2023,1,22,10,Ayudha Pooja,moderate
Kovilpillai Nagar,theft,10,2023,5,19,9,Ayudha Pooja,high
Kovilpillai Nagar,drug abuse,3,2023,5,8,14,Diwali,high
Pearl City,assault,6,2023,7,8,12,Diwali,low
Third Mile,vandalism,5,2024,8,19,2,Pongal,high
Bryant Nagar,drug abuse,8,2023,1,23,6,Diwali,moderate
Nazreth,theft,7,2023,7,21,10,Pongal,low
Third Mile,drug abuse,6,2023,6,7,21,,moderate
Muthiahpuram,harassment,8,2023,1,20,2,Pongal,moderate
Therespuram,harassment,6,2024,12,22,13,,low
Third Mile,harassment,7,2024,9,2,1,Christmas,high
Victoria Extension,drug abuse,4,2023,2,27,11,Pongal,low
New Colony,robbery,4,2023,1,1,18,Ayudha Pooja,moderate
Tiruchendur Road,murder,4,2024,4,4,9,Diwali,low
Mattakadai,harassment,8,2024,4,27,2,New Year,high
Tiruchendur Road,murder,9,2024,7,30,16,Diwali,moderate
Kovilpillai Nagar,theft,5,2023,10,27,8,Christmas,high
New Colony,murder,4,2024,7,9,22,Vishu,high
New Colony,theft,8,2023,3,2,17,Ayudha Pooja,low
Muthiahpuram,vandalism,6,2024,10,24,15,,moderate
Muthiahpuram,harassment,7,2024,12,16,5,Ayudha Pooja,high
Kovilpillai Nagar,theft,8,2024,10,28,3,New Year,moderate
Tiruchendur Road,murder,2,2023,3,11,12,New Year,low
Athimarapatti,assault,2,2024,12,22,6,Ayudha Pooja,high
Tiruchendur Road,theft,9,2024,11,14,15,,high
Mattakadai,murder,4,2023,5,7,23,Vishu,low
Pearl City,robbery,7,2023,2,27,3,Christmas,high
Nazreth,vandalism,1,2023,8,26,7,New Year,low
Millerpuram,robbery,5,2023,6,18,18,Christmas,high
Mattakadai,robbery,5,2024,7,15,20,Diwali,low
Muthiahpuram,murder,2,2023,2,12,9,Christmas,low
Victoria Extension,vandalism,3,2023,9,4,18,Ayudha Pooja,high
Mattakadai,assault,1,2024,2,29,4,Vishu,low
Tiruchendur Road,theft,1,2023,1,10,4,Ayudha Pooja,moderate
Victoria Extension,theft,10,2023,3,30,23,Vishu,high
Bryant Nagar,murder,4,2023,11,15,11,Ayudha Pooja,moderate
Victoria Extension,vandalism,5,2023,11,30,21,New Year,moderate
Therespuram,harassment,4,2024,5,21,3,Diwali,low
Thoothukudi Port,drug abuse,2,2023,6,11,9,Vishu,high
Tiruchendur Road,robbery,5,2024,9,30,21,Pongal,high
Kovilpillai Nagar,harassment,6,2023,9,20,2,Pongal,low
Thoothukudi Port,theft,3,2023,8,8,7,Pongal,high
Thoothukudi Port,vandalism,9,2024,12,26,18,Vishu,low
Beach Road,murder,2,2023,9,17,2,Ayudha Pooja,moderate
Muthiahpuram,murder,4,2023,12,31,2,Diwali,low
Thoothukudi Port,harassment,2,2023,10,15,3,Christmas,low
Athimarapatti,robbery,4,2023,8,31,22,Ayudha Pooja,low
Beach Road,murder,2,2023,4,18,7,,low
Nazreth,theft,10,2023,9,13,17,Vishu,low
Therespuram,theft,5,2024,8,14,15,New Year,moderate
New Colony,murder,3,2023,3,24,4,Ayudha Pooja,low
Thoothukudi Port,murder,5,2024,5,28,11,Pongal,moderate
Beach Road,harassment,9,2023,4,19,19,Christmas,high
Third Mile,harassment,8,2023,3,18,20,Ayudha Pooja,high
Bryant Nagar,vandalism,6,2024,2,7,4,Diwali,high
Mattakadai,vandalism,5,2024,5,12,8,,low
Third Mile,assault,8,2023,10,2,12,Vishu,moderate
New Colony,murder,2,2024,12,17,1,New Year,high
Therespuram,assault,6,2023,7,5,22,Ayudha Pooja,high
Victoria Extension,murder,4,2024,1,1,18,Christmas,high
Mattakadai,vandalism,8,2024,5,10,21,Pongal,high
Nazreth,assault,8,2024,7,28,13,New Year,high
Thoothukudi Port,theft,4,2023,12,20,22,Ayudha Pooja,high
Thoothukudi Port,assault,2,2024,9,4,14,Diwali,high
Bryant Nagar,vandalism,10,2023,10,24,13,Diwali,low
New Colony,assault,7,2024,8,29,4,Diwali,high
Therespuram,theft,8,2024,10,24,16,,high
Nazreth,robbery,9,2024,12,17,11,,high
Muthiahpuram,drug abuse,9,2023,4,4,3,Pongal,moderate
Beach Road,vandalism,3,2023,12,14,4,Ayudha Pooja,low
Athimarapatti,murder,6,2024,7,4,20,New Year,low
Bryant Nagar,drug abuse,5,2023,7,7,8,Christmas,moderate
Muthiahpuram,robbery,7,2023,3,22,1,Christmas,high
Mattakadai,vandalism,1,2024,11,26,0,,low
Millerpuram,assault,1,2024,11,29,22,Vishu,low
Third Mile,robbery,9,2024,7,20,20,Ayudha Pooja,low
New Colony,harassment,3,2024,12,28,19,,low
New Colony,robbery,8,2024,3,15,13,Diwali,high
Athimarapatti,vandalism,10,2023,3,13,7,Diwali,low
Therespuram,theft,5,2023,8,14,12,Christmas,moderate
Pearl City,robbery,1,2024,5,4,17,Diwali,moderate
Mattakadai,harassment,9,2024,5,30,9,New Year,high
Kovilpillai Nagar,harassment,10,2024,2,21,6,Ayudha Pooja,high
Thoothukudi Port,robbery,2,2024,8,21,5,Pongal,moderate
Athimarapatti,assault,1,2023,9,5,23,Ayudha Pooja,high
Thoothukudi Port,vandalism,2,2023,8,31,5,Christmas,moderate
Beach Road,drug abuse,9,2024,9,13,5,Ayudha Pooja,moderate
Beach Road,robbery,1,2024,11,19,18,Pongal,high
Thoothukudi Port,assault,1,2024,11,16,10,Vishu,high
Victoria Extension,murder,2,2024,4,2,23,New Year,moderate
Beach Road,theft,4,2023,12,17,18,,low
Mattakadai,assault,8,2023,9,25,10,New Year,low
Athimarapatti,drug abuse,2,2024,2,3,19,Pongal,moderate
Nazreth,robbery,8,2023,6,19,0,New Year,low
Pearl City,murder,7,2023,2,24,8,,high
Victoria Extension,harassment,4,2023,2,5,3,Pongal,high
Beach Road,murder,6,2024,7,4,23,New Year,high
Millerpuram,drug abuse,3,2023,9,22,18,Ayudha Pooja,high
Victoria Extension,murder,10,2024,5,10,20,Pongal,low
Victoria Extension,theft,6,2024,1,23,9,,high
Tiruchendur Road,vandalism,7,2023,8,1,20,Diwali,high
Pearl City,vandalism,8,2024,9,7,23,Diwali,low
Third Mile,murder,8,2023,12,9,12,Pongal,low
New Colony,harassment,10,2023,5,21,2,Christmas,moderate
Therespuram,theft,3,2023,4,3,10,,moderate
Bryant Nagar,robbery,3,2024,7,18,17,Christmas,high
Tiruchendur Road,drug abuse,9,2024,3,27,8,Christmas,low
Kovilpillai Nagar,robbery,10,2023,6,23,0,,high
New Colony,vandalism,9,2023,8,19,11,Christmas,high
Beach Road,vandalism,8,2023,4,10,22,Ayudha Pooja,low
Third Mile,murder,4,2023,4,16,11,Christmas,moderate
Victoria Extension,drug abuse,3,2024,4,19,9,Christmas,low
Millerpuram,vandalism,9,2023,8,14,1,Christmas,high
Mattakadai,robbery,7,2024,12,5,8,Ayudha Pooja,moderate
Beach Road,robbery,4,2024,1,27,21,Vishu,moderate
Millerpuram,drug abuse,8,2023,4,15,10,Vishu,high
New Colony,robbery,2,2023,1,20,17,Pongal,moderate
Bryant Nagar,murder,1,2024,11,4,18,Christmas,high
Thoothukudi Port,robbery,7,2024,6,11,21,Ayudha Pooja,moderate
Victoria Extension,robbery,5,2024,2,29,21,Vishu,moderate
Thoothukudi Port,harassment,10,2023,7,5,23,Ayudha Pooja,low
New Colony,robbery,5,2024,3,13,16,New Year,moderate
Mattakadai,robbery,3,2024,8,12,14,Pongal,high
Third Mile,assault,10,2023,5,30,6,New Year,low
Thoothukudi Port,murder,1,2023,11,16,15,Diwali,low
Nazreth,robbery,8,2023,12,11,12,,low
Millerpuram,assault,1,2023,12,21,18,Ayudha Pooja,high
Pearl City,theft,6,2024,12,4,15,Vishu,moderate
Beach Road,theft,4,2023,1,10,3,,high
Victoria Extension,assault,9,2023,9,6,6,Pongal,high
Beach Road,theft,8,2024,8,10,1,,low
Mattakadai,murder,3,2024,1,21,11,,high
Tiruchendur Road,drug abuse,1,2024,10,15,15,Christmas,high
Mattakadai,assault,3,2024,9,24,17,Christmas,moderate
Millerpuram,robbery,6,2023,11,1,11,Christmas,high
Third Mile,vandalism,10,2023,4,15,3,New Year,high
Mattakadai,theft,6,2023,12,15,23,Pongal,moderate
Therespuram,harassment,5,2023,6,29,4,Vishu,high
Third Mile,robbery,6,2024,12,26,15,Christmas,low
Pearl City,robbery,7,2023,10,27,18,Pongal,high
Mattakadai,assault,10,2023,7,14,6,Diwali,low
Beach Road,drug abuse,10,2024,4,24,14,Pongal,low
Millerpuram,theft,2,2023,11,22,21,New Year,moderate
Victoria Extension,harassment,4,2024,2,25,3,Diwali,low
Thoothukudi Port,robbery,7,2023,11,27,6,New Year,moderate
Beach Road,vandalism,8,2024,6,18,21,,moderate
Nazreth,drug abuse,9,2023,7,27,1,Ayudha Pooja,moderate
Pearl City,theft,6,2023,4,16,12,Pongal,high
Muthiahpuram,murder,3,2023,2,27,0,Diwali,high
Mattakadai,drug abuse,9,2024,4,4,15,Diwali,moderate
Thoothukudi Port,theft,2,2023,12,8,21,New Year,high
Beach Road,theft,8,2024,11,4,4,Pongal,low
Nazreth,murder,7,2024,5,26,5,Diwali,moderate
Thoothukudi Port,assault,8,2023,5,23,19,Diwali,moderate
New Colony,harassment,8,2024,7,6,17,Vishu,high
Therespuram,harassment,9,2023,12,27,6,,low
New Colony,theft,2,2023,11,22,10,Ayudha Pooja,moderate
Beach Road,harassment,6,2024,4,14,5,Pongal,moderate
Tiruchendur Road,harassment,8,2024,6,6,18,Diwali,high
New Colony,theft,4,2024,5,6,18,Christmas,high
Bryant Nagar,harassment,4,2024,3,17,0,,high
Athimarapatti,assault,4,2023,11,14,11,Christmas,high
Third Mile,assault,7,2023,11,8,9,Christmas,high
Pearl City,theft,5,2024,5,12,11,Diwali,low
Kovilpillai Nagar,theft,1,2024,6,2,7,,low
Therespuram,murder,2,2024,3,11,17,Christmas,moderate
Bryant Nagar,murder,8,2024,2,28,19,Diwali,moderate
Bryant Nagar,harassment,10,2023,4,12,4,,moderate
Muthiahpuram,drug abuse,1,2024,5,13,19,Pongal,moderate
Millerpuram,harassment,4,2023,12,6,5,New Year,high
Beach Road,vandalism,9,2023,2,7,0,,high
Bryant Nagar,murder,10,2024,6,15,20,New Year,moderate
Tiruchendur Road,assault,8,2024,6,11,11,Vishu,low
Therespuram,robbery,9,2024,11,16,14,,high
Pearl City,theft,8,2023,7,23,13,Diwali,moderate
Thoothukudi Port,robbery,2,2023,10,15,19,New Year,high
New Colony,theft,6,2023,10,12,23,Vishu,moderate
Mattakadai,drug abuse,6,2023,7,5,8,Diwali,high
Beach Road,vandalism,7,2023,11,24,21,Vishu,high
Beach Road,drug abuse,5,2023,4,16,18,,high
Muthiahpuram,drug abuse,4,2024,11,30,11,,low
Thoothukudi Port,assault,9,2024,2,9,16,Ayudha Pooja,moderate
Athimarapatti,drug abuse,7,2024,4,13,7,Pongal,high
Beach Road,vandalism,3,2023,7,9,22,Christmas,high
Pearl City,vandalism,2,2023,5,8,22,,low
Kovilpillai Nagar,murder,9,2024,2,16,5,,low
Pearl City,assault,2,2023,6,25,17,Christmas,high
Third Mile,harassment,4,2024,7,7,22,Vishu,moderate
Victoria Extension,assault,7,2024,10,5,15,Vishu,moderate
Tiruchendur Road,harassment,4,2024,1,12,8,Vishu,low
Beach Road,harassment,7,2024,7,20,3,New Year,moderate
Millerpuram,assault,7,2023,12,4,9,New Year,high
